"date","death","pm10tmean","pm10","season"
1992-02-25,187,NA,-0.654002329,"Winter"
1992-02-26,191,NA,NA,"Winter"
1992-02-27,175,NA,NA,"Winter"
1992-02-28,214,NA,NA,"Winter"
1992-02-29,194,NA,NA,"Winter"
1992-03-01,195,-7.359689917,NA,"Winter"
1992-03-02,212,NA,-7.359689917,"Winter"
1992-03-03,185,NA,NA,"Winter"
1992-03-04,205,NA,NA,"Winter"
1992-03-05,189,NA,NA,"Winter"
1992-03-06,190,NA,NA,"Winter"
1992-03-07,183,-0.237939919,NA,"Winter"
1992-03-08,171,NA,-0.237939919,"Winter"
1992-03-09,197,NA,NA,"Winter"
1992-03-10,194,NA,NA,"Winter"
1992-03-11,229,NA,NA,"Winter"
1992-03-12,214,NA,NA,"Winter"
1992-03-13,174,-9.768594819,NA,"Winter"
1992-03-14,201,NA,-9.768594819,"Winter"
1992-03-15,155,NA,NA,"Winter"
1992-03-16,218,NA,NA,"Winter"
1992-03-17,213,NA,NA,"Winter"
1992-03-18,220,NA,NA,"Winter"
1992-03-19,177,-6.412336408,NA,"Winter"
1992-03-20,203,NA,-6.412336408,"Winter"
1992-03-21,176,NA,NA,"Winter"
1992-03-22,174,NA,NA,"Winter"
1992-03-23,178,NA,NA,"Winter"
1992-03-24,204,NA,NA,"Winter"
1992-03-25,158,7.8342952066,NA,"Winter"
1992-03-26,206,NA,7.8342952066,"Winter"
1992-03-27,187,NA,NA,"Winter"
1992-03-28,186,NA,NA,"Winter"
1992-03-29,194,NA,NA,"Winter"
1992-03-30,169,NA,NA,"Winter"
1992-03-31,178,-3.476538399,NA,"Winter"
1992-04-01,216,NA,-3.476538399,"Spring"
1992-04-02,192,NA,NA,"Spring"
1992-04-03,191,NA,NA,"Spring"
1992-04-04,197,NA,NA,"Spring"
1992-04-05,156,NA,NA,"Spring"
1992-04-06,177,-9.708073941,NA,"Spring"
1992-04-07,191,NA,-9.708073941,"Spring"
1992-04-08,210,NA,NA,"Spring"
1992-04-09,170,NA,NA,"Spring"
1992-04-10,191,NA,NA,"Spring"
1992-04-11,179,NA,NA,"Spring"
1992-04-12,204,-6.551472431,NA,"Spring"
1992-04-13,209,NA,-6.551472431,"Spring"
1992-04-14,168,NA,NA,"Spring"
1992-04-15,193,NA,NA,"Spring"
1992-04-16,181,NA,NA,"Spring"
1992-04-17,210,NA,NA,"Spring"
1992-04-18,190,-7.72887218,NA,"Spring"
1992-04-19,180,NA,-7.72887218,"Spring"
1992-04-20,200,NA,NA,"Spring"
1992-04-21,193,NA,NA,"Spring"
1992-04-22,179,NA,NA,"Spring"
1992-04-23,186,NA,NA,"Spring"
1992-04-24,199,8.2448298878,NA,"Spring"
1992-04-25,189,NA,8.2448298878,"Spring"
1992-04-26,157,NA,NA,"Spring"
1992-04-27,189,NA,NA,"Spring"
1992-04-28,161,NA,NA,"Spring"
1992-04-29,173,NA,NA,"Spring"
1992-04-30,183,-3.651334555,NA,"Spring"
1992-05-01,184,NA,-3.651334555,"Spring"
1992-05-02,211,NA,NA,"Spring"
1992-05-03,213,NA,NA,"Spring"
1992-05-04,181,NA,NA,"Spring"
1992-05-05,202,NA,NA,"Spring"
1992-05-06,180,-6.550014414,NA,"Spring"
1992-05-07,176,NA,-6.550014414,"Spring"
1992-05-08,200,NA,NA,"Spring"
1992-05-09,200,NA,NA,"Spring"
1992-05-10,178,NA,NA,"Spring"
1992-05-11,185,NA,NA,"Spring"
1992-05-12,191,-4.222336346,NA,"Spring"
1992-05-13,171,NA,-4.222336346,"Spring"
1992-05-14,207,NA,NA,"Spring"
1992-05-15,181,NA,NA,"Spring"
1992-05-16,168,NA,NA,"Spring"
1992-05-17,166,NA,NA,"Spring"
1992-05-18,199,1.4565886738,NA,"Spring"
1992-05-19,197,NA,1.4565886738,"Spring"
1992-05-20,151,NA,NA,"Spring"
1992-05-21,228,NA,NA,"Spring"
1992-05-22,194,NA,NA,"Spring"
1992-05-23,202,NA,NA,"Spring"
1992-05-24,184,12.400902063,NA,"Spring"
1992-05-25,188,NA,12.400902063,"Spring"
1992-05-26,169,NA,NA,"Spring"
1992-05-27,190,NA,NA,"Spring"
1992-05-28,176,NA,NA,"Spring"
1992-05-29,184,NA,NA,"Spring"
1992-05-30,192,-5.440528991,NA,"Spring"
1992-05-31,190,NA,-5.440528991,"Spring"
1992-06-01,198,NA,NA,"Spring"
1992-06-02,163,NA,NA,"Spring"
1992-06-03,214,NA,NA,"Spring"
1992-06-04,206,NA,NA,"Spring"
1992-06-05,184,-8.144161599,NA,"Spring"
1992-06-06,182,NA,-8.144161599,"Spring"
1992-06-07,189,NA,NA,"Spring"
1992-06-08,191,NA,NA,"Spring"
1992-06-09,194,NA,NA,"Spring"
1992-06-10,152,NA,NA,"Spring"
1992-06-11,165,-5.755127245,NA,"Spring"
1992-06-12,192,NA,-5.755127245,"Spring"
1992-06-13,205,NA,NA,"Spring"
1992-06-14,173,NA,NA,"Spring"
1992-06-15,174,NA,NA,"Spring"
1992-06-16,164,NA,NA,"Spring"
1992-06-17,176,3.1068865689,NA,"Spring"
1992-06-18,189,NA,3.1068865689,"Spring"
1992-06-19,159,NA,NA,"Spring"
1992-06-20,196,NA,NA,"Spring"
1992-06-21,190,NA,NA,"Spring"
1992-06-22,167,NA,NA,"Spring"
1992-06-23,190,-2.350747641,NA,"Spring"
1992-06-24,166,NA,-2.350747641,"Spring"
1992-06-25,197,NA,NA,"Spring"
1992-06-26,173,NA,NA,"Spring"
1992-06-27,172,NA,NA,"Spring"
1992-06-28,178,NA,NA,"Spring"
1992-06-29,174,13.944259361,NA,"Spring"
1992-06-30,184,NA,13.944259361,"Spring"
1992-07-01,190,NA,NA,"Summer"
1992-07-02,180,NA,NA,"Summer"
1992-07-03,157,NA,NA,"Summer"
1992-07-04,184,NA,NA,"Summer"
1992-07-05,182,14.082350598,NA,"Summer"
1992-07-06,165,NA,14.082350598,"Summer"
1992-07-07,188,NA,NA,"Summer"
1992-07-08,158,NA,NA,"Summer"
1992-07-09,185,NA,NA,"Summer"
1992-07-10,163,NA,NA,"Summer"
1992-07-11,184,3.0652913291,NA,"Summer"
1992-07-12,200,NA,3.0652913291,"Summer"
1992-07-13,197,NA,NA,"Summer"
1992-07-14,187,NA,NA,"Summer"
1992-07-15,185,NA,NA,"Summer"
1992-07-16,168,NA,NA,"Summer"
1992-07-17,161,-4.606195928,NA,"Summer"
1992-07-18,178,NA,-4.606195928,"Summer"
1992-07-19,184,NA,NA,"Summer"
1992-07-20,170,NA,NA,"Summer"
1992-07-21,182,NA,NA,"Summer"
1992-07-22,175,NA,NA,"Summer"
1992-07-23,160,-4.691748651,NA,"Summer"
1992-07-24,151,NA,-4.691748651,"Summer"
1992-07-25,185,NA,NA,"Summer"
1992-07-26,192,NA,NA,"Summer"
1992-07-27,189,NA,NA,"Summer"
1992-07-28,180,NA,NA,"Summer"
1992-07-29,177,7.4971005388,NA,"Summer"
1992-07-30,181,NA,7.4971005388,"Summer"
1992-07-31,174,NA,NA,"Summer"
1992-08-01,156,NA,NA,"Summer"
1992-08-02,170,NA,NA,"Summer"
1992-08-03,167,NA,NA,"Summer"
1992-08-04,179,3.1948817276,NA,"Summer"
1992-08-05,208,NA,3.1948817276,"Summer"
1992-08-06,172,NA,NA,"Summer"
1992-08-07,180,NA,NA,"Summer"
1992-08-08,169,NA,NA,"Summer"
1992-08-09,170,NA,NA,"Summer"
1992-08-10,201,10.053534699,NA,"Summer"
1992-08-11,174,NA,10.053534699,"Summer"
1992-08-12,188,NA,NA,"Summer"
1992-08-13,159,NA,NA,"Summer"
1992-08-14,185,NA,NA,"Summer"
1992-08-15,162,NA,NA,"Summer"
1992-08-16,153,-14.42459769,NA,"Summer"
1992-08-17,191,NA,-14.42459769,"Summer"
1992-08-18,171,NA,NA,"Summer"
1992-08-19,174,NA,NA,"Summer"
1992-08-20,155,NA,NA,"Summer"
1992-08-21,176,NA,NA,"Summer"
1992-08-22,171,1.0909773567,NA,"Summer"
1992-08-23,197,NA,1.0909773567,"Summer"
1992-08-24,191,NA,NA,"Summer"
1992-08-25,189,NA,NA,"Summer"
1992-08-26,197,NA,NA,"Summer"
1992-08-27,167,NA,NA,"Summer"
1992-08-28,181,28.584100724,NA,"Summer"
1992-08-29,180,NA,28.584100724,"Summer"
1992-08-30,171,NA,NA,"Summer"
1992-08-31,189,NA,NA,"Summer"
1992-09-01,156,NA,NA,"Summer"
1992-09-02,188,NA,NA,"Summer"
1992-09-03,182,7.7372569863,NA,"Summer"
1992-09-04,211,NA,7.7372569863,"Summer"
1992-09-05,174,NA,NA,"Summer"
1992-09-06,176,NA,NA,"Summer"
1992-09-07,175,NA,NA,"Summer"
1992-09-08,187,NA,NA,"Summer"
1992-09-09,205,5.7129421254,NA,"Summer"
1992-09-10,202,NA,5.7129421254,"Summer"
1992-09-11,168,NA,NA,"Summer"
1992-09-12,164,NA,NA,"Summer"
1992-09-13,154,NA,NA,"Summer"
1992-09-14,172,NA,NA,"Summer"
1992-09-15,155,0.4698434398,NA,"Summer"
1992-09-16,187,NA,0.4698434398,"Summer"
1992-09-17,179,NA,NA,"Summer"
1992-09-18,183,NA,NA,"Summer"
1992-09-19,175,NA,NA,"Summer"
1992-09-20,158,NA,NA,"Summer"
1992-09-21,168,-4.823290989,NA,"Summer"
1992-09-22,182,NA,-4.823290989,"Summer"
1992-09-23,205,NA,NA,"Summer"
1992-09-24,159,NA,NA,"Summer"
1992-09-25,178,NA,NA,"Summer"
1992-09-26,190,NA,NA,"Summer"
1992-09-27,185,-3.653437102,NA,"Summer"
1992-09-28,180,NA,-3.653437102,"Summer"
1992-09-29,184,NA,NA,"Summer"
1992-09-30,195,NA,NA,"Summer"
1992-10-01,198,NA,NA,"Fall"
1992-10-02,191,NA,NA,"Fall"
1992-10-03,182,18.492626713,NA,"Fall"
1992-10-04,192,NA,18.492626713,"Fall"
1992-10-05,216,NA,NA,"Fall"
1992-10-06,193,NA,NA,"Fall"
1992-10-07,207,NA,NA,"Fall"
1992-10-08,201,NA,NA,"Fall"
1992-10-09,191,-4.2745634,NA,"Fall"
1992-10-10,191,NA,-4.2745634,"Fall"
1992-10-11,186,NA,NA,"Fall"
1992-10-12,180,NA,NA,"Fall"
1992-10-13,162,NA,NA,"Fall"
1992-10-14,188,NA,NA,"Fall"
1992-10-15,159,26.207158413,NA,"Fall"
1992-10-16,221,NA,26.207158413,"Fall"
1992-10-17,200,NA,NA,"Fall"
1992-10-18,172,NA,NA,"Fall"
1992-10-19,169,NA,NA,"Fall"
1992-10-20,179,NA,NA,"Fall"
1992-10-21,199,1.6903978697,NA,"Fall"
1992-10-22,187,NA,1.6903978697,"Fall"
1992-10-23,211,NA,NA,"Fall"
1992-10-24,207,NA,NA,"Fall"
1992-10-25,219,NA,NA,"Fall"
1992-10-26,192,NA,NA,"Fall"
1992-10-27,200,-3.688028728,NA,"Fall"
1992-10-28,167,NA,-3.688028728,"Fall"
1992-10-29,179,NA,NA,"Fall"
1992-10-30,189,NA,NA,"Fall"
1992-10-31,166,NA,NA,"Fall"
1992-11-01,193,NA,NA,"Fall"
1992-11-02,195,-6.809820558,NA,"Fall"
1992-11-03,187,NA,-6.809820558,"Fall"
1992-11-04,221,NA,NA,"Fall"
1992-11-05,183,NA,NA,"Fall"
1992-11-06,193,NA,NA,"Fall"
1992-11-07,154,NA,NA,"Fall"
1992-11-08,183,-10.31667917,NA,"Fall"
1992-11-09,167,NA,-10.31667917,"Fall"
1992-11-10,196,NA,NA,"Fall"
1992-11-11,177,NA,NA,"Fall"
1992-11-12,198,NA,NA,"Fall"
1992-11-13,186,NA,NA,"Fall"
1992-11-14,198,-10.1116503,NA,"Fall"
1992-11-15,179,NA,-10.1116503,"Fall"
1992-11-16,205,NA,NA,"Fall"
1992-11-17,188,NA,NA,"Fall"
1992-11-18,201,NA,NA,"Fall"
1992-11-19,183,NA,NA,"Fall"
1992-11-20,201,2.4581005589,NA,"Fall"
1992-11-21,190,NA,2.4581005589,"Fall"
1992-11-22,202,NA,NA,"Fall"
1992-11-23,224,NA,NA,"Fall"
1992-11-24,188,NA,NA,"Fall"
1992-11-25,205,NA,NA,"Fall"
1992-11-26,182,-8.425770155,NA,"Fall"
1992-11-27,190,NA,-8.425770155,"Fall"
1992-11-28,182,NA,NA,"Fall"
1992-11-29,189,NA,NA,"Fall"
1992-11-30,176,NA,NA,"Fall"
1992-12-01,196,NA,NA,"Fall"
1992-12-02,197,10.984650611,NA,"Fall"
1992-12-03,224,NA,10.984650611,"Fall"
1992-12-04,197,NA,NA,"Fall"
1992-12-05,197,NA,NA,"Fall"
1992-12-06,205,NA,NA,"Fall"
1992-12-07,206,NA,NA,"Fall"
1992-12-08,223,-9.743896096,NA,"Fall"
1992-12-09,239,NA,-9.743896096,"Fall"
1992-12-10,216,NA,NA,"Fall"
1992-12-11,195,NA,NA,"Fall"
1992-12-12,199,NA,NA,"Fall"
1992-12-13,194,NA,NA,"Fall"
1992-12-14,231,1.9322299591,NA,"Fall"
1992-12-15,234,NA,1.9322299591,"Fall"
1992-12-16,200,NA,NA,"Fall"
1992-12-17,236,NA,NA,"Fall"
1992-12-18,171,NA,NA,"Fall"
1992-12-19,196,NA,NA,"Fall"
1992-12-20,194,-5.091235336,NA,"Fall"
1992-12-21,208,NA,-5.091235336,"Fall"
1992-12-22,232,NA,NA,"Fall"
1992-12-23,196,NA,NA,"Fall"
1992-12-24,217,NA,NA,"Fall"
1992-12-25,190,NA,NA,"Fall"
1992-12-26,218,-8.812952331,NA,"Fall"
1992-12-27,214,NA,-8.812952331,"Fall"
1992-12-28,218,NA,NA,"Fall"
1992-12-29,230,NA,NA,"Fall"
1992-12-30,207,NA,NA,"Fall"
1992-12-31,204,NA,NA,"Fall"
1993-01-01,200,-16.77933262,NA,"Winter"
1993-01-02,209,NA,-16.77933262,"Winter"
1993-01-03,220,NA,NA,"Winter"
1993-01-04,221,NA,NA,"Winter"
1993-01-05,228,NA,NA,"Winter"
1993-01-06,210,NA,NA,"Winter"
1993-01-07,180,3.4288413256,NA,"Winter"
1993-01-08,224,NA,3.4288413256,"Winter"
1993-01-09,173,NA,NA,"Winter"
1993-01-10,203,NA,NA,"Winter"
1993-01-11,211,NA,NA,"Winter"
1993-01-12,217,NA,NA,"Winter"
1993-01-13,191,-10.20928311,NA,"Winter"
1993-01-14,212,NA,-10.20928311,"Winter"
1993-01-15,206,NA,NA,"Winter"
1993-01-16,194,NA,NA,"Winter"
1993-01-17,227,NA,NA,"Winter"
1993-01-18,194,NA,NA,"Winter"
1993-01-19,203,-11.20653647,NA,"Winter"
1993-01-20,212,NA,-11.20653647,"Winter"
1993-01-21,216,NA,NA,"Winter"
1993-01-22,231,NA,NA,"Winter"
1993-01-23,209,NA,NA,"Winter"
1993-01-24,204,NA,NA,"Winter"
1993-01-25,241,-16.43793512,NA,"Winter"
1993-01-26,211,NA,-16.43793512,"Winter"
1993-01-27,182,NA,NA,"Winter"
1993-01-28,211,NA,NA,"Winter"
1993-01-29,221,NA,NA,"Winter"
1993-01-30,196,NA,NA,"Winter"
1993-01-31,248,-7.730812953,NA,"Winter"
1993-02-01,257,NA,-7.730812953,"Winter"
1993-02-02,218,NA,NA,"Winter"
1993-02-03,220,NA,NA,"Winter"
1993-02-04,251,NA,NA,"Winter"
1993-02-05,223,NA,NA,"Winter"
1993-02-06,245,-7.348125254,NA,"Winter"
1993-02-07,244,NA,-7.348125254,"Winter"
1993-02-08,267,NA,NA,"Winter"
1993-02-09,265,NA,NA,"Winter"
1993-02-10,238,NA,NA,"Winter"
1993-02-11,253,NA,NA,"Winter"
1993-02-12,269,-10.17939702,NA,"Winter"
1993-02-13,282,NA,-10.17939702,"Winter"
1993-02-14,253,NA,NA,"Winter"
1993-02-15,280,NA,NA,"Winter"
1993-02-16,274,NA,NA,"Winter"
1993-02-17,244,NA,NA,"Winter"
1993-02-18,250,-4.336576937,NA,"Winter"
1993-02-19,271,NA,-4.336576937,"Winter"
1993-02-20,277,NA,NA,"Winter"
1993-02-21,264,NA,NA,"Winter"
1993-02-22,285,NA,NA,"Winter"
1993-02-23,240,NA,NA,"Winter"
1993-02-24,222,-10.64059082,NA,"Winter"
1993-02-25,248,NA,-10.64059082,"Winter"
1993-02-26,264,NA,NA,"Winter"
1993-02-27,271,NA,NA,"Winter"
1993-02-28,218,NA,NA,"Winter"
1993-03-01,264,NA,NA,"Winter"
1993-03-02,241,33.286603483,NA,"Winter"
1993-03-03,252,NA,33.286603483,"Winter"
1993-03-04,242,NA,NA,"Winter"
1993-03-05,222,NA,NA,"Winter"
1993-03-06,219,NA,NA,"Winter"
1993-03-07,224,NA,NA,"Winter"
1993-03-08,233,9.324689894,NA,"Winter"
1993-03-09,226,NA,9.324689894,"Winter"
1993-03-10,207,NA,NA,"Winter"
1993-03-11,233,NA,NA,"Winter"
1993-03-12,213,NA,NA,"Winter"
1993-03-13,222,NA,NA,"Winter"
1993-03-14,227,-11.4977427,NA,"Winter"
1993-03-15,235,NA,-11.4977427,"Winter"
1993-03-16,256,NA,NA,"Winter"
1993-03-17,243,NA,NA,"Winter"
1993-03-18,209,NA,NA,"Winter"
1993-03-19,214,NA,NA,"Winter"
1993-03-20,236,3.5661244752,NA,"Winter"
1993-03-21,226,NA,3.5661244752,"Winter"
1993-03-22,200,NA,NA,"Winter"
1993-03-23,224,NA,NA,"Winter"
1993-03-24,201,NA,NA,"Winter"
1993-03-25,177,NA,NA,"Winter"
1993-03-26,195,0.8798772889,NA,"Winter"
1993-03-27,234,NA,0.8798772889,"Winter"
1993-03-28,186,NA,NA,"Winter"
1993-03-29,204,NA,NA,"Winter"
1993-03-30,182,NA,NA,"Winter"
1993-03-31,198,NA,NA,"Winter"
1993-04-01,194,-7.224489796,NA,"Spring"
1993-04-02,192,NA,-7.224489796,"Spring"
1993-04-03,184,NA,NA,"Spring"
1993-04-04,189,NA,NA,"Spring"
1993-04-05,186,NA,NA,"Spring"
1993-04-06,192,NA,NA,"Spring"
1993-04-07,179,-4.668947948,NA,"Spring"
1993-04-08,207,NA,-4.668947948,"Spring"
1993-04-09,211,NA,NA,"Spring"
1993-04-10,186,NA,NA,"Spring"
1993-04-11,203,NA,NA,"Spring"
1993-04-12,196,NA,NA,"Spring"
1993-04-13,222,-9.445629813,NA,"Spring"
1993-04-14,184,NA,-9.445629813,"Spring"
1993-04-15,187,NA,NA,"Spring"
1993-04-16,189,NA,NA,"Spring"
1993-04-17,180,NA,NA,"Spring"
1993-04-18,199,NA,NA,"Spring"
1993-04-19,204,3.9739785545,NA,"Spring"
1993-04-20,220,NA,3.9739785545,"Spring"
1993-04-21,189,NA,NA,"Spring"
1993-04-22,192,NA,NA,"Spring"
1993-04-23,221,NA,NA,"Spring"
1993-04-24,219,NA,NA,"Spring"
1993-04-25,198,9.1228496493,NA,"Spring"
1993-04-26,219,NA,9.1228496493,"Spring"
1993-04-27,195,NA,NA,"Spring"
1993-04-28,155,NA,NA,"Spring"
1993-04-29,181,NA,NA,"Spring"
1993-04-30,198,NA,NA,"Spring"
1993-05-01,188,8.2272166152,NA,"Spring"
1993-05-02,164,NA,8.2272166152,"Spring"
1993-05-03,195,NA,NA,"Spring"
1993-05-04,198,NA,NA,"Spring"
1993-05-05,217,NA,NA,"Spring"
1993-05-06,179,NA,NA,"Spring"
1993-05-07,171,-1.219091045,NA,"Spring"
1993-05-08,194,NA,-1.219091045,"Spring"
1993-05-09,210,NA,NA,"Spring"
1993-05-10,193,NA,NA,"Spring"
1993-05-11,201,NA,NA,"Spring"
1993-05-12,199,NA,NA,"Spring"
1993-05-13,211,3.1890571976,NA,"Spring"
1993-05-14,190,NA,3.1890571976,"Spring"
1993-05-15,173,NA,NA,"Spring"
1993-05-16,177,NA,NA,"Spring"
1993-05-17,203,NA,NA,"Spring"
1993-05-18,151,NA,NA,"Spring"
1993-05-19,200,-0.4552201,NA,"Spring"
1993-05-20,160,NA,-0.4552201,"Spring"
1993-05-21,187,NA,NA,"Spring"
1993-05-22,154,NA,NA,"Spring"
1993-05-23,201,NA,NA,"Spring"
1993-05-24,193,NA,NA,"Spring"
1993-05-25,188,21.645011129,NA,"Spring"
1993-05-26,190,NA,21.645011129,"Spring"
1993-05-27,185,NA,NA,"Spring"
1993-05-28,177,NA,NA,"Spring"
1993-05-29,192,NA,NA,"Spring"
1993-05-30,179,NA,NA,"Spring"
1993-05-31,172,-3.447598787,NA,"Spring"
1993-06-01,209,NA,-3.447598787,"Spring"
1993-06-02,184,NA,NA,"Spring"
1993-06-03,162,NA,NA,"Spring"
1993-06-04,186,NA,NA,"Spring"
1993-06-05,183,NA,NA,"Spring"
1993-06-06,182,-9.491320092,NA,"Spring"
1993-06-07,193,NA,-9.491320092,"Spring"
1993-06-08,202,NA,NA,"Spring"
1993-06-09,184,NA,NA,"Spring"
1993-06-10,181,NA,NA,"Spring"
1993-06-11,176,NA,NA,"Spring"
1993-06-12,201,-7.272092225,NA,"Spring"
1993-06-13,170,NA,-7.272092225,"Spring"
1993-06-14,170,NA,NA,"Spring"
1993-06-15,199,NA,NA,"Spring"
1993-06-16,166,NA,NA,"Spring"
1993-06-17,207,NA,NA,"Spring"
1993-06-18,202,32.961572663,NA,"Spring"
1993-06-19,210,NA,32.961572663,"Spring"
1993-06-20,174,NA,NA,"Spring"
1993-06-21,194,NA,NA,"Spring"
1993-06-22,193,NA,NA,"Spring"
1993-06-23,170,NA,NA,"Spring"
1993-06-24,173,-1.426596139,NA,"Spring"
1993-06-25,200,NA,-1.426596139,"Spring"
1993-06-26,208,NA,NA,"Spring"
1993-06-27,200,NA,NA,"Spring"
1993-06-28,181,NA,NA,"Spring"
1993-06-29,176,NA,NA,"Spring"
1993-06-30,169,6.8132998162,NA,"Spring"
1993-07-01,187,NA,6.8132998162,"Summer"
1993-07-02,183,NA,NA,"Summer"
1993-07-03,164,NA,NA,"Summer"
1993-07-04,168,NA,NA,"Summer"
1993-07-05,173,NA,NA,"Summer"
1993-07-06,182,16.192841432,NA,"Summer"
1993-07-07,190,NA,16.192841432,"Summer"
1993-07-08,191,NA,NA,"Summer"
1993-07-09,219,NA,NA,"Summer"
1993-07-10,289,NA,NA,"Summer"
1993-07-11,280,NA,NA,"Summer"
1993-07-12,308,13.944447751,NA,"Summer"
1993-07-13,260,NA,13.944447751,"Summer"
1993-07-14,209,NA,NA,"Summer"
1993-07-15,232,NA,NA,"Summer"
1993-07-16,193,NA,NA,"Summer"
1993-07-17,188,NA,NA,"Summer"
1993-07-18,178,-6.297671927,NA,"Summer"
1993-07-19,194,NA,-6.297671927,"Summer"
1993-07-20,170,NA,NA,"Summer"
1993-07-21,170,NA,NA,"Summer"
1993-07-22,176,NA,NA,"Summer"
1993-07-23,182,NA,NA,"Summer"
1993-07-24,198,-0.507846948,NA,"Summer"
1993-07-25,166,NA,-0.507846948,"Summer"
1993-07-26,163,NA,NA,"Summer"
1993-07-27,170,NA,NA,"Summer"
1993-07-28,179,NA,NA,"Summer"
1993-07-29,165,NA,NA,"Summer"
1993-07-30,199,3.6304952954,NA,"Summer"
1993-07-31,183,NA,3.6304952954,"Summer"
1993-08-01,187,NA,NA,"Summer"
1993-08-02,175,NA,NA,"Summer"
1993-08-03,171,NA,NA,"Summer"
1993-08-04,185,NA,NA,"Summer"
1993-08-05,165,-2.913680853,NA,"Summer"
1993-08-06,167,NA,-2.913680853,"Summer"
1993-08-07,159,NA,NA,"Summer"
1993-08-08,167,NA,NA,"Summer"
1993-08-09,169,NA,NA,"Summer"
1993-08-10,147,NA,NA,"Summer"
1993-08-11,174,-2.782130672,NA,"Summer"
1993-08-12,164,NA,-2.782130672,"Summer"
1993-08-13,168,NA,NA,"Summer"
1993-08-14,197,NA,NA,"Summer"
1993-08-15,174,NA,NA,"Summer"
1993-08-16,182,NA,NA,"Summer"
1993-08-17,177,-0.533164576,NA,"Summer"
1993-08-18,174,NA,-0.533164576,"Summer"
1993-08-19,148,NA,NA,"Summer"
1993-08-20,180,NA,NA,"Summer"
1993-08-21,177,NA,NA,"Summer"
1993-08-22,161,NA,NA,"Summer"
1993-08-23,177,1.6528227435,NA,"Summer"
1993-08-24,161,NA,1.6528227435,"Summer"
1993-08-25,164,NA,NA,"Summer"
1993-08-26,175,NA,NA,"Summer"
1993-08-27,201,NA,NA,"Summer"
1993-08-28,190,NA,NA,"Summer"
1993-08-29,173,-4.665413779,NA,"Summer"
1993-08-30,180,NA,-4.665413779,"Summer"
1993-08-31,181,NA,NA,"Summer"
1993-09-01,161,NA,NA,"Summer"
1993-09-02,171,NA,NA,"Summer"
1993-09-03,194,NA,NA,"Summer"
1993-09-04,180,-8.078333822,NA,"Summer"
1993-09-05,159,NA,-8.078333822,"Summer"
1993-09-06,173,NA,NA,"Summer"
1993-09-07,181,NA,NA,"Summer"
1993-09-08,176,NA,NA,"Summer"
1993-09-09,184,NA,NA,"Summer"
1993-09-10,173,3.02267616,NA,"Summer"
1993-09-11,170,NA,3.02267616,"Summer"
1993-09-12,174,NA,NA,"Summer"
1993-09-13,183,NA,NA,"Summer"
1993-09-14,180,NA,NA,"Summer"
1993-09-15,193,NA,NA,"Summer"
1993-09-16,178,-11.49149514,NA,"Summer"
1993-09-17,174,NA,-11.49149514,"Summer"
1993-09-18,189,NA,NA,"Summer"
1993-09-19,190,NA,NA,"Summer"
1993-09-20,167,NA,NA,"Summer"
1993-09-21,174,NA,NA,"Summer"
1993-09-22,181,-4.199279889,NA,"Summer"
1993-09-23,216,NA,-4.199279889,"Summer"
1993-09-24,209,NA,NA,"Summer"
1993-09-25,175,NA,NA,"Summer"
1993-09-26,188,NA,NA,"Summer"
1993-09-27,161,NA,NA,"Summer"
1993-09-28,176,-4.699931137,NA,"Summer"
1993-09-29,207,NA,-4.699931137,"Summer"
1993-09-30,187,NA,NA,"Summer"
1993-10-01,186,NA,NA,"Fall"
1993-10-02,213,NA,NA,"Fall"
1993-10-03,193,NA,NA,"Fall"
1993-10-04,215,-3.911242778,NA,"Fall"
1993-10-05,195,NA,-3.911242778,"Fall"
1993-10-06,184,NA,NA,"Fall"
1993-10-07,203,NA,NA,"Fall"
1993-10-08,198,NA,NA,"Fall"
1993-10-09,206,NA,NA,"Fall"
1993-10-10,190,-15.80556938,NA,"Fall"
1993-10-11,191,NA,-15.80556938,"Fall"
1993-10-12,204,NA,NA,"Fall"
1993-10-13,186,NA,NA,"Fall"
1993-10-14,181,NA,NA,"Fall"
1993-10-15,195,NA,NA,"Fall"
1993-10-16,188,15.346978006,NA,"Fall"
1993-10-17,202,NA,15.346978006,"Fall"
1993-10-18,201,NA,NA,"Fall"
1993-10-19,178,NA,NA,"Fall"
1993-10-20,173,NA,NA,"Fall"
1993-10-21,196,NA,NA,"Fall"
1993-10-22,180,-9.645272097,NA,"Fall"
1993-10-23,195,NA,-9.645272097,"Fall"
1993-10-24,188,NA,NA,"Fall"
1993-10-25,193,NA,NA,"Fall"
1993-10-26,197,NA,NA,"Fall"
1993-10-27,183,NA,NA,"Fall"
1993-10-28,194,-6.984645018,NA,"Fall"
1993-10-29,179,NA,-6.984645018,"Fall"
1993-10-30,196,NA,NA,"Fall"
1993-10-31,167,NA,NA,"Fall"
1993-11-01,206,NA,NA,"Fall"
1993-11-02,184,NA,NA,"Fall"
1993-11-03,183,2.3010182064,NA,"Fall"
1993-11-04,223,NA,2.3010182064,"Fall"
1993-11-05,212,NA,NA,"Fall"
1993-11-06,193,NA,NA,"Fall"
1993-11-07,180,NA,NA,"Fall"
1993-11-08,191,NA,NA,"Fall"
1993-11-09,219,15.951294732,NA,"Fall"
1993-11-10,206,NA,15.951294732,"Fall"
1993-11-11,178,NA,NA,"Fall"
1993-11-12,203,NA,NA,"Fall"
